Evaluation,Best,Average,Worst
50100,831.1704542230163,921.2743964220012,1422.2600759587226
50200,831.1704542230163,910.467975864322,1261.2234910533657
50300,831.1704542230163,882.4756177943235,1282.7996892195893
50400,831.1704542230163,893.4845590992455,1316.1141903267915
50500,831.1704542230163,881.5832173635027,1221.5926014032734
50600,831.1704542230163,878.0657102885016,1247.6585340035715
50700,831.1704542230163,880.4979247494288,1319.0742390317364
50800,831.1704542230163,896.9442390847194,1346.3664682484593
50900,831.1704542230163,896.6797278993149,1316.6322977742584
51000,831.1704542230163,882.0799756909139,1380.695227544976
51100,831.1704542230163,901.7120172774094,1361.2340413942584
51200,831.1704542230163,906.7476921815767,1417.4393787756526
51300,831.1704542230163,886.549378743929,1345.1348631402795
51400,831.1704542230163,872.2923862347604,1347.1725674258753
51500,831.1704542230163,903.0010228869141,1417.4393787756526
51600,831.1704542230163,888.0367825034449,1380.695227544976
51700,831.1704542230163,894.6509540552933,1423.3901770333157
51800,831.1704542230163,872.3668114968546,1347.1725674258753
51900,831.1704542230163,884.7696888084363,1423.3901770333157
52000,831.1704542230163,887.5831836695855,1243.4301775991873
52100,831.1704542230163,898.2819686512374,1413.5609770126705
52200,831.1704542230163,911.5072343802639,1263.6922141784685
52300,831.1704542230163,903.821079087237,1298.774326074583
52400,831.1704542230163,886.3320333103064,1319.0742390317364
52500,831.1704542230163,909.4411895856725,1423.3901770333157
52600,831.1704542230163,892.2764083063364,1345.1348631402795
52700,831.1704542230163,897.004408773566,1422.2600759587226
52800,831.1704542230163,891.6803198902701,1316.1141903267915
52900,831.1704542230163,914.7228513210092,1484.0677389634416
53000,831.1704542230163,920.2009041898585,1320.5927731012096
53100,831.1704542230163,868.4615512403105,1278.902083653224
53200,831.1704542230163,892.5976097552199,1325.9836804545407
53300,831.1704542230163,898.4547900639145,1320.5927731012096
53400,831.1704542230163,889.5569729574707,1278.902083653224
53500,831.1704542230163,878.5352268252229,1320.5927731012096
53600,831.1704542230163,871.0199521758009,1423.3901770333157
53700,831.1704542230163,901.3679012048841,1345.1348631402795
53800,831.1704542230163,892.5843689437793,1300.2940662652677
53900,831.1704542230163,886.5406661295865,1319.0742390317364
54000,831.1704542230163,889.3941083538413,1300.2940662652677
54100,831.1704542230163,880.4893405707318,1331.343733098187
54200,831.1704542230163,903.2038992235653,1380.695227544976
54300,831.1704542230163,889.1947520847255,1334.6882703211966
54400,831.1704542230163,886.8522667206732,1422.2600759587226
54500,831.1704542230163,896.1913369453998,1294.938649513138
54600,831.1704542230163,890.3632703249484,1313.62887343362
54700,831.1704542230163,907.3268891995945,1362.1299859117212
54800,831.1704542230163,929.9501327814993,1354.2466209433787
54900,831.1704542230163,902.5060833073608,1411.4189538597807
55000,831.1704542230163,886.1704303747226,1354.2466209433787
55100,831.1704542230163,860.4102971668614,1347.60734054468
55200,831.1704542230163,889.5935355737876,1413.5609770126705
55300,831.1704542230163,902.2725618566412,1300.2940662652677
55400,831.1704542230163,900.2291254437317,1317.724156728276
55500,831.1704542230163,890.9958665178331,1316.6322977742584
55600,831.1704542230163,896.8506654672049,1286.0968856690345
55700,831.1704542230163,914.58984654198,1345.1348631402795
55800,831.1704542230163,934.5257848026042,1265.8180433358405
55900,831.1704542230163,883.500403808706,1270.703552055561
56000,831.1704542230163,891.765521175693,1406.777279972
56100,831.1704542230163,892.897095510039,1346.7113960272172
56200,831.1704542230163,889.4009266781392,1312.2365740051848
56300,831.1704542230163,895.1814035773453,1374.8892602602637
56400,831.1704542230163,861.7246731185754,1194.9821486642134
56500,831.1704542230163,903.8815294746668,1331.343733098187
56600,831.1704542230163,889.7770918992335,1347.1725674258753
56700,831.1704542230163,887.7572806253645,1380.695227544976
56800,831.1704542230163,894.6167613815763,1318.6201012457389
56900,831.1704542230163,895.9368993371309,1347.2624127659221
57000,831.1704542230163,899.4695189901473,1380.695227544976
57100,831.1704542230163,873.9844630899113,1346.7113960272172
57200,831.1704542230163,884.0603960382291,1417.4393787756526
57300,831.1704542230163,886.2385219062868,1256.9454840146784
57400,831.1704542230163,897.3291527135775,1411.4189538597807
57500,831.1704542230163,890.0497019964017,1278.902083653224
57600,831.1704542230163,885.3375011651442,1268.4250067395658
57700,831.1704542230163,896.4632619473949,1258.9380703958357
57800,831.1704542230163,907.4083984169935,1346.0308076577423
57900,831.1704542230163,905.7166630561094,1423.3901770333157
58000,831.1704542230163,903.1699169922949,1496.8398140848387
58100,831.1704542230163,898.7369404670956,1317.724156728276
58200,831.1704542230163,907.8069788097185,1318.6201012457389
58300,831.1704542230163,899.8483919043792,1321.4887176186724
58400,831.1704542230163,895.7913033207432,1336.9385459346722
58500,831.1704542230163,887.8737868171388,1312.732928916157
58600,831.1704542230163,871.4332342118217,1283.695633737052
58700,831.1704542230163,909.7790086057611,1408.0707697910366
58800,831.1704542230163,896.3552233335249,1361.2340413942584
58900,831.1704542230163,886.4860899555438,1367.2691010230058
59000,831.1704542230163,904.4407873684299,1345.1348631402795
59100,831.1704542230163,909.2748808365744,1354.2466209433787
59200,831.1704542230163,888.0373201117576,1380.695227544976
59300,831.1704542230163,882.3475595202975,1320.5927731012096
59400,831.1704542230163,888.0655800109229,1271.9788032430615
59500,831.1704542230163,885.4705835827035,1331.343733098187
59600,831.1704542230163,884.2140248954954,1366.373156505543
59700,831.1704542230163,888.4445025003938,1373.9933157428009
59800,831.1704542230163,859.203798797084,1325.9836804545407
59900,831.1704542230163,895.5864467224256,1361.2340413942584
60000,831.1704542230163,908.6963882951294,1381.5911720624388
60100,831.1704542230163,894.5123397906298,1354.2466209433787
60200,831.1704542230163,903.5029554925327,1281.976247188957
60300,831.1704542230163,878.4903288781195,1422.2600759587226
60400,831.1704542230163,870.4112478166022,1355.1425654608415
60500,831.1704542230163,883.3898026994556,1423.3901770333157
60600,831.1704542230163,875.194861020322,1361.2340413942584
60700,831.1704542230163,905.9801308417623,1417.4393787756526
60800,831.1704542230163,889.6408969019205,1413.5609770126705
60900,831.1704542230163,880.7491332999875,1423.3901770333157
61000,831.1704542230163,907.260419576212,1397.391589855099
61100,831.1704542230163,900.3394531445359,1366.373156505543
61200,831.1704542230163,886.9352557868318,1373.9933157428009
61300,831.1704542230163,902.0764647440442,1294.938649513138
61400,831.1704542230163,904.103232089707,1422.2600759587226
61500,831.1704542230163,920.1041283338396,1413.5609770126705
61600,831.1704542230163,895.5384867862297,1336.0426014172094
61700,831.1704542230163,917.2300926520437,1405.0067422651716
61800,831.1704542230163,892.051721093435,1423.3901770333157
61900,831.1704542230163,900.9798805936695,1417.4393787756526
62000,831.1704542230163,913.5995906046841,1413.5609770126705
62100,831.1704542230163,888.2184393494185,1294.938649513138
62200,831.1704542230163,925.4317083570642,1380.695227544976
62300,831.1704542230163,896.744994487276,1380.695227544976
62400,831.1704542230163,901.4664807118467,1366.373156505543
62500,831.1704542230163,905.2155558647697,1422.2600759587226
62600,831.1704542230163,898.1807083470708,1417.4393787756526
62700,831.1704542230163,893.0538171134269,1373.9933157428009
62800,831.1704542230163,908.7745760917419,1373.9933157428009
62900,831.1704542230163,884.2870075198869,1417.4393787756526
63000,831.1704542230163,902.0928839813673,1490.2821758067585
63100,831.1704542230163,899.5113719172676,1346.7113960272172
63200,831.1704542230163,903.2355080288088,1380.695227544976
63300,831.1704542230163,903.1882570943088,1325.9836804545407
63400,831.1704542230163,904.0112012659844,1346.7113960272172
63500,831.1704542230163,886.6331269179976,1346.3664682484593
63600,831.1704542230163,881.1074697175784,1413.5609770126705
63700,831.1704542230163,872.6022954691898,1373.9933157428009
63800,831.1704542230163,889.1316191612568,1423.3901770333157
63900,831.1704542230163,916.8295324740661,1354.2466209433787
64000,831.1704542230163,884.0921298081696,1422.2600759587226
64100,831.1704542230163,888.054052746449,1317.724156728276
64200,831.1704542230163,887.8667554476045,1208.220331808045
64300,831.1704542230163,914.8524855668754,1423.3901770333157
64400,831.1704542230163,872.0914907761742,1209.175154005289
64500,831.1704542230163,868.862895954917,1366.373156505543
64600,831.1704542230163,887.9136636337871,1256.9454840146784
64700,831.1704542230163,892.3239929567726,1417.4393787756526
64800,831.1704542230163,876.4548761129895,1413.5609770126705
64900,831.1704542230163,884.1735367732437,1189.1782003305032
65000,831.1704542230163,898.2322255560279,1422.2600759587226
65100,831.1704542230163,911.1069691571414,1361.2340413942584
65200,831.1704542230163,892.6147050078008,1346.7113960272172
65300,831.1704542230163,889.0774965627137,1317.724156728276
65400,831.1704542230163,904.8768123382611,1380.695227544976
65500,831.1704542230163,892.0929438390168,1361.2340413942584
65600,831.1704542230163,885.8940960201577,1259.4323237515305
65700,831.1704542230163,894.9803861563646,1346.3664682484593
65800,831.1704542230163,890.7099286930755,1346.7113960272172
65900,831.1704542230163,885.4989999512393,1265.8180433358405
66000,831.1704542230163,891.1192489309501,1380.695227544976
66100,831.1704542230163,887.4299408663658,1282.7996892195893
66200,831.1704542230163,906.9929787996132,1346.3664682484593
66300,831.1704542230163,901.7261486364746,1361.2340413942584
66400,831.1704542230163,920.2027272653006,1391.5727273993932
66500,831.1704542230163,903.916734352565,1380.695227544976
66600,831.1704542230163,887.9210272939104,1354.2466209433787
66700,831.1704542230163,879.610496215599,1361.2340413942584
66800,831.1704542230163,912.2197900306802,1366.373156505543
66900,831.1704542230163,886.8067033599178,1366.373156505543
67000,831.1704542230163,887.4920356529519,1373.9933157428009
67100,831.1704542230163,911.2554988084696,1354.2466209433787
67200,831.1704542230163,883.0716013664592,1278.902083653224
67300,831.1704542230163,895.7588467957162,1417.4393787756526
67400,831.1704542230163,873.9256502451831,1236.013120673187
67500,831.1704542230163,881.3747043952059,1346.3664682484593
67600,831.1704542230163,889.8954949189852,1413.5609770126705
67700,831.1704542230163,898.1908946659262,1334.6882703211966
67800,831.1704542230163,879.1175444365966,1298.774326074583
67900,831.1704542230163,883.2551972087799,1317.724156728276
68000,831.1704542230163,908.4154900040776,1374.8892602602637
68100,831.1704542230163,914.1115893767766,1361.3842945343315
68200,831.1704542230163,866.90087932327,1325.9836804545407
68300,831.1704542230163,912.7907850634015,1347.1725674258753
68400,831.1704542230163,895.9756674097137,1366.373156505543
68500,831.1704542230163,875.2694195478502,1346.7113960272172
68600,831.1704542230163,910.3695501040816,1422.2600759587226
68700,831.1704542230163,885.9227337197703,1298.774326074583
68800,831.1704542230163,898.6325598123873,1417.4393787756526
68900,831.1704542230163,895.0376672278009,1281.976247188957
69000,831.1704542230163,878.2718237634821,1245.4473930726951
69100,831.1704542230163,882.8600724776583,1354.2466209433787
69200,831.1704542230163,901.0612422356487,1373.9933157428009
69300,831.1704542230163,908.1317757403808,1373.9933157428009
69400,831.1704542230163,904.8147874782773,1347.1725674258753
69500,831.1704542230163,875.366100226765,1422.2600759587226
69600,831.1704542230163,877.2383641259931,1287.671800921918
69700,831.1704542230163,888.7191086480011,1346.7113960272172
69800,831.1704542230163,900.4141927813027,1336.0426014172094
69900,831.1704542230163,883.2583906528088,1347.1725674258753
70000,831.1704542230163,900.5809265903014,1422.2600759587226
70100,831.1704542230163,871.5452761503391,1222.211325238543
70200,831.1704542230163,898.5727686613541,1325.3246998120937
70300,831.1704542230163,888.0099296763558,1347.1725674258753
70400,831.1704542230163,919.024916497417,1423.3901770333157
70500,831.1704542230163,878.8139588634914,1265.8180433358405
70600,831.1704542230163,884.1435030184248,1345.1348631402795
70700,831.1704542230163,883.0765496577145,1270.703552055561
70800,831.1704542230163,879.1243547830657,1423.3901770333157
70900,831.1704542230163,868.4130133807806,1287.671800921918
71000,831.1704542230163,893.9915562886048,1282.7996892195893
71100,831.1704542230163,887.9939746306654,1417.4393787756526
71200,831.1704542230163,911.0782148922366,1336.0426014172094
71300,831.1704542230163,891.3737052304235,1346.7113960272172
71400,831.1704542230163,898.2888616778639,1380.695227544976
71500,831.1704542230163,888.3287058858767,1346.3664682484593
71600,831.1704542230163,909.4164315775415,1422.2600759587226
71700,831.1704542230163,899.4835258804646,1346.3664682484593
71800,831.1704542230163,894.7659857277275,1361.2340413942584
71900,831.1704542230163,896.8079202628455,1317.724156728276
72000,831.1704542230163,920.2775156908898,1422.2600759587226
72100,831.1704542230163,899.490584115241,1423.3901770333157
72200,831.1704542230163,901.8188229268621,1417.4393787756526
72300,831.1704542230163,896.1414678913471,1265.8180433358405
72400,831.1704542230163,903.7786146371159,1422.2600759587226
72500,831.1704542230163,873.9486475449672,1247.6585340035715
72600,831.1704542230163,881.3605046582951,1294.938649513138
72700,831.1704542230163,904.030245840287,1298.774326074583
72800,831.1704542230163,906.8921428238148,1325.9836804545407
72900,831.1704542230163,888.6408849679902,1380.695227544976
73000,831.1704542230163,897.5134567230617,1300.2940662652677
73100,831.1704542230163,880.8826606522229,1331.343733098187
73200,831.1704542230163,887.5243367578929,1346.7113960272172
73300,831.1704542230163,881.6448471335606,1417.4393787756526
73400,831.1704542230163,891.1675426016568,1346.7113960272172
73500,831.1704542230163,879.6569428001873,1212.676824598786
73600,831.1704542230163,898.9250024000595,1417.4393787756526
73700,831.1704542230163,894.0000618171002,1366.373156505543
73800,831.1704542230163,888.5167109892568,1354.2466209433787
73900,831.1704542230163,892.1180387420166,1346.7113960272172
74000,831.1704542230163,868.1747837750621,1417.4393787756526
74100,831.1704542230163,892.8613520982041,1346.7113960272172
74200,831.1704542230163,894.4438526155323,1326.8796249720035
74300,831.1704542230163,884.7021981775305,1316.6322977742584
74400,831.1704542230163,904.218714233708,1247.0878013247366
74500,831.1704542230163,891.2273871856439,1413.5609770126705
74600,831.1704542230163,886.1190101102942,1281.976247188957
74700,831.1704542230163,890.2401806545421,1346.7113960272172
74800,831.1704542230163,873.3222968594415,1317.724156728276
74900,831.1704542230163,887.7118429067376,1259.4323237515305
75000,831.1704542230163,874.0904379916215,1207.3245673108438
75100,831.1704542230163,880.0270833900111,1366.373156505543
75200,831.1704542230163,897.0404697926238,1316.1141903267915
75300,831.1704542230163,904.7529480892529,1422.2600759587226
75400,831.1704542230163,899.8606397033274,1320.5927731012096
75500,831.1704542230163,911.8512373165183,1346.7113960272172
75600,831.1704542230163,888.7434914053072,1345.1348631402795
75700,831.1704542230163,880.9396993699735,1423.3901770333157
75800,831.1704542230163,889.8167574478698,1361.2340413942584
75900,831.1704542230163,896.9081972154854,1417.4393787756526
76000,831.1704542230163,892.9777128517371,1361.2340413942584
76100,831.1704542230163,873.0740424060756,1278.902083653224
76200,831.1704542230163,886.3752245934472,1373.9933157428009
76300,831.1704542230163,926.5742865497969,1413.5609770126705
76400,831.1704542230163,900.6006903872283,1366.373156505543
76500,831.1704542230163,893.3877395484858,1262.0869565426704
76600,831.1704542230163,897.0953753511137,1316.6322977742584
76700,831.1704542230163,891.0267952873037,1282.7996892195893
76800,831.1704542230163,873.4372411392083,1366.373156505543
76900,831.1704542230163,880.3488116766642,1380.695227544976
77000,831.1704542230163,891.1884714653523,1300.2940662652677
77100,831.1704542230163,896.1200718188269,1423.3901770333157
77200,831.1704542230163,877.6739171083303,1413.5609770126705
77300,831.1704542230163,896.8215789635691,1361.2340413942584
77400,831.1704542230163,878.516708144033,1366.373156505543
77500,831.1704542230163,899.7456586208708,1354.2466209433787
77600,831.1704542230163,888.1879128338976,1380.695227544976
77700,831.1704542230163,897.3720225884769,1373.9933157428009
77800,831.1704542230163,900.3107856853815,1262.0869565426704
77900,831.1704542230163,891.2766603862382,1346.3664682484593
78000,831.1704542230163,889.7199733967541,1361.2340413942584
78100,831.1704542230163,924.0727384085434,1354.2466209433787
78200,831.1704542230163,923.6925122388357,1422.2600759587226
78300,831.1704542230163,897.0221767855105,1423.3901770333157
78400,831.1704542230163,883.0592694887165,1317.724156728276
78500,831.1704542230163,883.5477522430419,1225.2855191263252
78600,831.1704542230163,899.2868996576534,1413.5609770126705
78700,831.1704542230163,902.2225084774702,1346.3664682484593
78800,831.1704542230163,912.9015746366531,1423.3901770333157
78900,831.1704542230163,886.8428139063567,1349.3517710179988
79000,831.1704542230163,919.5442076526533,1422.2600759587226
79100,831.1704542230163,892.5171478153203,1423.3901770333157
79200,831.1704542230163,910.3561922327858,1334.6882703211966
79300,831.1704542230163,893.6601127914084,1354.2466209433787
79400,831.1704542230163,912.3744239343251,1422.2600759587226
79500,831.1704542230163,884.6073466028573,1278.902083653224
79600,831.1704542230163,903.7825846279236,1383.9150296749112
79700,831.1704542230163,888.5404157595026,1243.4301775991873
79800,831.1704542230163,905.4187641761964,1345.1348631402795
79900,831.1704542230163,885.4971182669261,1212.676824598786
80000,831.1704542230163,914.5309804302269,1334.6882703211966
80100,831.1704542230163,890.9587185908914,1270.1445100564724
80200,831.1704542230163,881.8148362043823,1268.9840532263402
80300,831.1704542230163,880.3322939469389,1334.6882703211966
80400,831.1704542230163,873.0427239388362,1331.343733098187
80500,831.1704542230163,893.4731431861883,1361.2340413942584
80600,831.1704542230163,889.045124636069,1325.9836804545407
80700,831.1704542230163,902.5352968654972,1380.695227544976
80800,831.1704542230163,902.848370431414,1270.1445100564724
80900,831.1704542230163,904.9506430230904,1361.2340413942584
81000,831.1704542230163,880.2349432228702,1336.0426014172094
81100,831.1704542230163,909.8992405196068,1347.1725674258753
81200,831.1704542230163,897.6619099361502,1361.2340413942584
81300,831.1704542230163,910.616723632542,1347.1725674258753
81400,831.1704542230163,883.442947934498,1232.6975728920595
81500,831.1704542230163,888.5731958256521,1413.5609770126705
81600,831.1704542230163,878.3371287640094,1238.7121181789714
81700,831.1704542230163,886.4272438642886,1422.2600759587226
81800,831.1704542230163,885.5335178757691,1316.1141903267915
81900,831.1704542230163,877.1261073896925,1186.811638315779
82000,831.1704542230163,877.075371688709,1366.373156505543
82100,831.1704542230163,890.4806473335094,1268.9840532263402
82200,831.1704542230163,874.9111209861238,1380.695227544976
82300,831.1704542230163,876.7564089058542,1413.5609770126705
82400,831.1704542230163,898.3350801207056,1361.2340413942584
82500,831.1704542230163,881.9105143241992,1252.1835515547532
82600,831.1704542230163,888.0077675496183,1417.4393787756526
82700,831.1704542230163,892.6962851372523,1422.2600759587226
82800,831.1704542230163,889.3776501849991,1417.4393787756526
82900,831.1704542230163,882.1392137749556,1325.9836804545407
83000,831.1704542230163,879.1810304635349,1325.9836804545407
83100,831.1704542230163,893.5883438582672,1366.373156505543
83200,831.1704542230163,895.7858327812845,1417.4393787756526
83300,831.1704542230163,881.405488348659,1313.8888226204206
83400,831.1704542230163,898.6320671928145,1422.2600759587226
83500,831.1704542230163,893.9066660083855,1354.2466209433787
83600,831.1704542230163,895.2896265782543,1331.343733098187
83700,831.1704542230163,886.4732840860887,1346.3664682484593
83800,831.1704542230163,888.1842080023083,1361.2340413942584
83900,831.1704542230163,906.8240035010012,1331.343733098187
84000,831.1704542230163,913.5843330557124,1380.695227544976
84100,831.1704542230163,880.9291022463881,1225.714778092172
84200,831.1704542230163,902.2306694996562,1366.373156505543
84300,831.1704542230163,899.656774953316,1373.9933157428009
84400,831.1704542230163,881.2302085291856,1373.9933157428009
84500,831.1704542230163,879.2516371681962,1423.3901770333157
84600,831.1704542230163,879.6902736571894,1413.5609770126705
84700,831.1704542230163,896.1463683681142,1423.3901770333157
84800,831.1704542230163,889.4746170340555,1422.2600759587226
84900,831.1704542230163,903.4250924798537,1354.2466209433787
85000,831.1704542230163,885.7474833634888,1263.6922141784685
85100,831.1704542230163,906.061739542006,1361.2340413942584
85200,831.1704542230163,904.2939754376204,1423.3901770333157
85300,831.1704542230163,884.3060276789938,1346.7113960272172
85400,831.1704542230163,902.1231539844018,1373.9933157428009
85500,831.1704542230163,890.5196323231249,1380.695227544976
85600,831.1704542230163,901.7217534292841,1317.5030294833782
85700,831.1704542230163,892.6141386629376,1325.9836804545407
85800,831.1704542230163,896.9649977487601,1331.343733098187
85900,831.1704542230163,879.3225523905274,1316.6322977742584
86000,831.1704542230163,895.913299019261,1423.3901770333157
86100,831.1704542230163,887.5925502592648,1373.9933157428009
86200,831.1704542230163,892.091251749601,1294.938649513138
86300,831.1704542230163,890.5922281301434,1243.8870039399658
86400,831.1704542230163,884.8381172296505,1373.9933157428009
86500,831.1704542230163,923.7681783104896,1314.0276695903824
86600,831.1704542230163,894.1286638429951,1238.7121181789714
86700,831.1704542230163,887.4195346394526,1298.774326074583
86800,831.1704542230163,898.9545452760258,1361.2340413942584
86900,831.1704542230163,892.3339430374294,1354.2466209433787
87000,831.1704542230163,885.0378847863087,1316.6322977742584
87100,831.1704542230163,890.7724605089709,1422.2600759587226
87200,831.1704542230163,906.9390750094619,1417.4393787756526
87300,831.1704542230163,896.1864923464445,1320.5927731012096
87400,831.1704542230163,901.5929893986901,1354.2466209433787
87500,831.1704542230163,883.8413414255672,1209.175154005289
87600,831.1704542230163,912.259948748276,1413.5609770126705
87700,831.1704542230163,917.3296177647225,1422.2600759587226
87800,831.1704542230163,889.8644362217624,1317.724156728276
87900,831.1704542230163,890.7646898823383,1347.1725674258753
88000,831.1704542230163,860.6866358654005,1423.3901770333157
88100,831.1704542230163,882.7501770369624,1347.1725674258753
88200,831.1704542230163,872.1466125084943,1417.4393787756526
88300,831.1704542230163,889.1878098574238,1334.6882703211966
88400,831.1704542230163,912.1110406273623,1413.5609770126705
88500,831.1704542230163,921.8567527701774,1380.695227544976
88600,831.1704542230163,892.2350604808047,1413.5609770126705
88700,831.1704542230163,876.2052872039197,1320.5927731012096
88800,831.1704542230163,897.2157795637519,1354.2466209433787
88900,831.1704542230163,915.9825441095799,1300.2940662652677
89000,831.1704542230163,886.6861125235697,1247.0878013247366
89100,831.1704542230163,878.45227325524,1268.9840532263402
89200,831.1704542230163,869.9026672031943,1320.5927731012096
89300,831.1704542230163,877.1323717013286,1361.2340413942584
89400,831.1704542230163,892.2736343186574,1336.0426014172094
89500,831.1704542230163,894.9474984037915,1380.695227544976
89600,831.1704542230163,883.3694721187758,1258.9380703958357
89700,831.1704542230163,917.5588706016434,1347.1725674258753
89800,831.1704542230163,903.0259850588538,1380.695227544976
89900,831.1704542230163,879.8876788688892,1317.724156728276
90000,831.1704542230163,868.352355353989,1347.1725674258753
90100,831.1704542230163,894.1847733304281,1366.373156505543
90200,831.1704542230163,892.8510522559621,1422.2600759587226
90300,831.1704542230163,890.3422696863687,1422.2600759587226
90400,831.1704542230163,885.9844333276292,1346.3664682484593
90500,831.1704542230163,892.6108942792774,1346.7113960272172
90600,831.1704542230163,904.9240824246336,1422.2600759587226
90700,831.1704542230163,908.4583017594601,1422.2600759587226
90800,831.1704542230163,889.3563295426763,1300.2940662652677
90900,831.1704542230163,898.2455256632129,1366.373156505543
91000,831.1704542230163,891.0061611692894,1334.6882703211966
91100,831.1704542230163,881.8853671061041,1354.2466209433787
91200,831.1704542230163,904.8880404244538,1424.142519985541
91300,831.1704542230163,902.2460334836753,1361.2340413942584
91400,831.1704542230163,899.041062326667,1413.5609770126705
91500,831.1704542230163,907.6341693430596,1417.4393787756526
91600,831.1704542230163,905.0107105908144,1354.2466209433787
91700,831.1704542230163,893.2739954134123,1373.9933157428009
91800,831.1704542230163,884.464963794949,1316.1141903267915
91900,831.1704542230163,916.1145475333375,1346.7113960272172
92000,831.1704542230163,893.3473728558247,1336.0426014172094
92100,831.1704542230163,855.1932160150382,1212.676824598786
92200,831.1704542230163,885.8603679772079,1253.7122220265724
92300,831.1704542230163,914.9899258352536,1422.2600759587226
92400,831.1704542230163,898.3186496698097,1422.2600759587226
92500,831.1704542230163,903.5285490861221,1298.774326074583
92600,831.1704542230163,889.5459896252148,1325.3246998120937
92700,831.1704542230163,871.3717583690461,1221.5926014032734
92800,831.1704542230163,882.1136255833255,1281.976247188957
92900,831.1704542230163,886.016228890718,1294.938649513138
93000,831.1704542230163,887.2691931415861,1320.5927731012096
93100,831.1704542230163,892.857750283756,1417.4393787756526
93200,831.1704542230163,898.093282278427,1316.1141903267915
93300,831.1704542230163,891.2166798963798,1413.5609770126705
93400,831.1704542230163,875.4595907846174,1373.9933157428009
93500,831.1704542230163,896.4002663829268,1294.938649513138
93600,831.1704542230163,891.3785263179711,1354.2466209433787
93700,831.1704542230163,893.5572419513192,1331.343733098187
93800,831.1704542230163,884.1264990223443,1270.1445100564724
93900,831.1704542230163,883.251622305006,1325.9836804545407
94000,831.1704542230163,900.7464012152408,1422.2600759587226
94100,831.1704542230163,878.1458705406594,1325.3246998120937
94200,831.1704542230163,892.3751511609387,1256.9454840146784
94300,831.1704542230163,874.940491917445,1361.2340413942584
94400,831.1704542230163,886.1178258265355,1374.6560544355434
94500,831.1704542230163,895.8325419164842,1374.6560544355434
94600,831.1704542230163,892.2449070105556,1346.3664682484593
94700,831.1704542230163,902.626858284756,1325.3246998120937
94800,831.1704542230163,891.2167718968008,1417.4393787756526
94900,831.1704542230163,898.9085331497137,1373.9933157428009
95000,831.1704542230163,902.3343308237838,1422.2600759587226
95100,831.1704542230163,890.6125351350581,1423.3901770333157
95200,831.1704542230163,895.2582560212372,1417.4393787756526
95300,831.1704542230163,906.4027140505293,1319.0742390317364
95400,831.1704542230163,879.1325337652871,1317.724156728276
95500,831.1704542230163,913.9477188609808,1423.3901770333157
95600,831.1704542230163,879.9462625164775,1265.8180433358405
95700,831.1704542230163,907.102716393068,1320.5927731012096
95800,831.1704542230163,899.55345619932,1317.724156728276
95900,831.1704542230163,898.0197735924434,1334.6882703211966
96000,831.1704542230163,885.5313325517859,1298.774326074583
96100,831.1704542230163,883.6936674701396,1316.1141903267915
96200,831.1704542230163,881.5495214219134,1334.6882703211966
96300,831.1704542230163,887.2376198461507,1346.7113960272172
96400,831.1704542230163,879.0315319450551,1312.2365740051848
96500,831.1704542230163,870.8283400472367,1334.6882703211966
96600,831.1704542230163,884.8041465834093,1268.9840532263402
96700,831.1704542230163,889.4166229773251,1320.5927731012096
96800,831.1704542230163,875.5463110192171,1335.5842148386594
96900,831.1704542230163,883.4041140475684,1317.724156728276
97000,831.1704542230163,882.7992956414625,1325.9836804545407
97100,831.1704542230163,904.3575473545388,1347.1725674258753
97200,831.1704542230163,902.0936527582782,1312.2365740051848
97300,831.1704542230163,891.1830004946054,1408.0707697910366
97400,831.1704542230163,900.9009256062047,1417.4393787756526
97500,831.1704542230163,894.1063122271484,1417.4393787756526
97600,831.1704542230163,874.0904661459763,1422.2600759587226
97700,831.1704542230163,874.3824571928174,1423.3901770333157
97800,831.1704542230163,888.7348627574482,1334.6882703211966
97900,831.1704542230163,881.7642799322609,1361.2340413942584
98000,831.1704542230163,873.6291951373028,1177.4200282985355
98100,831.1704542230163,893.1044590084289,1374.8892602602637
98200,831.1704542230163,878.7109952110907,1262.0869565426704
98300,831.1704542230163,890.756732663309,1366.373156505543
98400,831.1704542230163,881.8389064831939,1345.1348631402795
98500,831.1704542230163,888.7930187021321,1408.0707697910366
98600,831.1704542230163,902.9084510304929,1347.1725674258753
98700,831.1704542230163,896.534427826901,1367.2691010230058
98800,831.1704542230163,879.62115912113,1261.2234910533657
98900,831.1704542230163,875.871874615815,1354.2466209433787
99000,831.1704542230163,900.1855636527625,1301.1900107827305
99100,831.1704542230163,902.8590958892986,1373.9933157428009
99200,831.1704542230163,868.260557141461,1319.0742390317364
99300,831.1704542230163,906.2927092618345,1413.5609770126705
99400,831.1704542230163,897.4706946311007,1247.6585340035715
99500,831.1704542230163,904.9351142118621,1348.068511943338
99600,831.1704542230163,902.9120577128576,1404.9001778864601
99700,831.1704542230163,891.9662624851851,1381.5911720624388
99800,831.1704542230163,894.6116293903676,1411.4189538597807
99900,831.1704542230163,909.218891285344,1336.9385459346722
100000,831.1704542230163,902.1151767642447,1374.8892602602637
